handle,name,url,location,timezone,country,language
spectrumnews,The Spectrum,https://www.thespectrum.com/,Salt Lake City,America/Denver,US,en
spokesmanreview,Spokesman-Review,https://www.spokesman.com/,Spokane,America/Los_Angeles,US,en
spotlight4dc,Spotlight DC,https://spotlightdc.org/,Washington,America/New_York,US,en
spotlightpa,Spotlight PA,https://www.spotlightpa.org/,Harrisburg,America/New_York,US,en
springfieldnl,Springfield News-Leader,https://www.news-leader.com/,Springfield,America/Chicago,US,en
sputnikint,Sputnik,https://sputniknews.com/,Moscow,Europe/Moscow,RU,en
stamadvocate,Stamford Advocate,https://www.stamfordadvocate.com/,Stamford,America/New_York,US,en
standardex,Ogden Standard-Examiner,https://www.standard.net/,Ogden,America/Denver,US,en
staradvertiser,Honolulu Star-Advertiser,https://www.staradvertiser.com/,Honolulu,US/Hawaii,US,en
stargazette,Elmira Star Gazette,https://www.stargazette.com/,Elmira,America/New_York,US,en
starnewsonline,Wilmington Star-News,https://www.starnewsonline.com/,Wilmington,America/New_York,US,en
startelegram,Fort Worth Star-Telegram,https://www.star-telegram.com/,Fort Worth,America/Chicago,US,en
startribune,Minneapolis Star Tribune,https://www.startribune.com/,Minneapolis,America/Chicago,US,en
statejournal,Frankfort State Journal,https://www.state-journal.com/,Frankfort,America/New_York,US,en
statesman,Austin Statesman,https://www.statesman.com/,Austin,America/Chicago,US,en
statnews,STAT,https://www.statnews.com/,Boston,America/New_York,US,en
staugrecord,The St. Augustine Record,https://www.staugustine.com/,St. Augustine,America/New_York,US,en
sternde,Stern,https://www.stern.de/,Hamburg,Europe/Berlin,DE,de
stevenspointjrl,Stevens Point Journal,https://www.stevenspointjournal.com/,Stevens Point,America/Chicago,US,en
stlpublicradio,St. Louis Public Radio,http://www.stlpublicradio.org/,St. Louis,America/Chicago,US,en
stltoday,St. Louis Post-Dispatch,https://www.stltoday.com/,St. Louis,America/Chicago,US,en
strikewave,Strikewave,https://www.thestrikewave.com/,Troy,America/New_York,US,en
studyfindsorg,Study Finds,https://studyfinds.org/,Baltimore,America/New_York,US,en
sturgisnewsroom,Sturgis Journal,https://www.sturgisjournal.com/,Sturgis,America/Detroit,US,en
sunherald,Sun Herald,http://www.sunherald.com,Biloxi,America/Chicago,US,en
suntimes,Chicago Sun-Times,https://chicago.suntimes.com/,Chicago,America/Chicago,US,en
sz,Süddeutsche Zeitung,https://www.sueddeutsche.de/,München,Europe/Berlin,DE,de
taskandpurpose,Task & Purpose,https://taskandpurpose.com/,Washington,America/New_York,US,en
tass_agency,TASS,https://tass.ru/,Moscow,Europe/Moscow,RU,ru
tauntontogo,Taunton Daily Gazette,https://www.tauntongazette.com/,Taunton,America/New_York,US,en
tb_times,Tampa Bay Times,https://www.tampabay.com/,Tampa,America/New_York,US,en
tci_newsroom,Tri-County Independent,https://www.tricountyindependent.com/,Honesdale,America/New_York,US,en
tcpalm,Treasure Coast,https://www.tcpalm.com/,Port St. Lucie,America/New_York,US,en
tdonline,Tallahassee Democrat,https://www.tallahassee.com/,Tallahassee,America/New_York,US,en
teamtrace,Trace,https://www.thetrace.org/,Brooklyn,America/New_York,US,en
techcrunch,TechCrunch,https://techcrunch.com/,San Francisco,America/Los_Angeles,US,en
techmeme,TechMeme,https://www.techmeme.com/,Silicon Valley,America/Los_Angeles,US,en
technical_ly,Technical.ly,https://technical.ly/,Philadelphia,America/New_York,US,en
techreview,MIT Technology Review,https://www.technologyreview.com/,Cambridge,America/New_York,US,en
teenvogue,Teen Vogue,https://www.teenvogue.com/,New York City,America/New_York,US,en
telegramdotcom,Worcester Telegram & Gazette,https://www.telegram.com/,Worcester,America/New_York,US,en
telegraph,The Telegraph,https://www.telegraph.co.uk/,London,Europe/London,GB,en
telegraphga,The Telegraph,https://www.macon.com,Macon,America/New_York,US,en
telegraphherald,Dubuque Telegraph Herald,https://www.telegraphherald.com/,Dubuque,America/Chicago,US,en
telemundochi,Telemundo Chicago,https://www.telemundochicago.com/,Chicago,America/Chicago,US,es
tennessean,Nashville Tennessean,https://www.tennessean.com/,Nashville,America/Chicago,US,en
texasmonthly,Texas Monthly,https://www.texasmonthly.com/,Austin,America/Chicago,US,en
texasobserver,Texas Observer,https://www.texasobserver.org/,Austin,America/Chicago,US,en
texastribune,Texas Tribune,https://www.texastribune.org/,Austin,America/Chicago,US,en
thahakhabar,Thaha Khabar,https://www.thahakhabar.com/,Kathmandu,Asia/Kathmandu,NP,ne
the74,74th,https://www.the74million.org/,New York City,America/New_York,US,en
the_ccij,InvestigateMidwest,https://investigatemidwest.org/,Champaign,America/Chicago,US,en
the_daily_world,Opelousas Daily World,https://www.dailyworld.com/,Opelousas,America/Chicago,US,en
the_news_herald,Panama City News-Herald,https://www.newsherald.com/,Panama City,America/Chicago,US,en
theadvertiser,Lafayette Daily Advertiser,https://www.theadvertiser.com/,Lafayette,America/Chicago,US,en
thealligator,Alligator,https://www.alligator.org/,Gainesville,America/New_York,US,en
theappeal,Appeal,https://theappeal.org/,New York City,America/New_York,US,en
theaspentimes,Aspen Times,https://www.aspentimes.com/,Aspen,America/Denver,US,en
theathletic,Athletic,https://theathletic.com/,New York City,America/New_York,US,en
theatlantic,Atlantic,https://www.theatlantic.com/,Washington,America/New_York,US,en
thebabylonbee,Babylon Bee,https://babylonbee.com/,Jupiter,America/New_York,US,en
thebafflermag,Baffler,https://thebaffler.com/,New York City,America/New_York,US,en
theblaze,Blaze,https://www.theblaze.com/,Irving,America/New_York,US,en
theblock__,Block,https://www.theblock.co/,New York City,America/New_York,US,en
thebuffalonews,Buffalo News,https://buffalonews.com/,Buffalo,America/New_York,US,en
thecityny,The City,https://www.thecity.nyc/,New York City,America/New_York,US,en
thecut,The Cut,https://www.thecut.com/,New York City,America/New_York,US,en
thedailybeast,Daily Beast,https://www.thedailybeast.com/,New York City,America/New_York,US,en
thedailyclimate,Daily Climate,https://www.dailyclimate.org/,Bozeman,America/Denver,US,en
thedailyherald,The Daily Herald,https://www.columbiadailyherald.com/,Columbia,America/Chicago,US,en
thedailyjournal,Vineland Daily Journal,https://www.thedailyjournal.com/,Vineland,America/New_York,US,en
thedailyrecord,The Daily Record,https://www.the-daily-record.com/,Wooster,America/New_York,US,en
thedailytimes,Farmington Daily Times,https://www.daily-times.com/,Farmington,America/Denver,US,en
thedbk,The Diamondback,https://dbknews.com/,College Park,America/New_York,US,en
thedepaulia,DePaulia,https://depauliaonline.com/,Chicago,America/Chicago,US,en
thedispatch,Dispatch,https://thedispatch.com/,Washington,America/New_York,US,en
theeconomist,Economist,https://www.economist.com/,London,Europe/London,GB,en
theeveningsun,Hanover Evening Sun,https://www.eveningsun.com/,York,America/New_York,US,en
thegleanernews,The Gleaner,https://www.thegleaner.com/,Henderson,America/Chicago,US,en
thegrio,Grio,https://thegrio.com/,New York City,America/New_York,US,en
thehawkeye,The Hawk Eye,https://www.thehawkeye.com/,Burlington,America/Chicago,US,en
theherald_sun,The Herald-Sun,http://www.heraldsun.com,Raleigh,America/New_York,US,en
theheraldtimes,The Herald-Times,https://www.heraldtimesonline.com/,Bloomington,America/Indiana/Indianapolis,US,en
thehill,The Hill,https://thehill.com/,Washington,America/New_York,US,en
thehilltimes,The Hill Times,https://www.hilltimes.com/,Ottawa,America/New_York,CA,en
theinformation,The Information,https://www.theinformation.com/,Silicon Valley,America/Los_Angeles,US,en
theintellnews,The Intelligencer,https://www.theintell.com/,Doylestown,America/New_York,US,en
theintercept,Intercept,https://theintercept.com/,New York City,America/New_York,US,en
theinterceptbr,Intercept Brazil,https://theintercept.com/brasil/,Rio de Janeiro,America/Sao_Paulo,BR,pt
theipaper,i,https://inews.co.uk/,London,Europe/London,GB,en
thejaxtrib,Tributary,https://jaxtrib.org/,Jacksonville,America/New_York,US,en
thejournal_ie,Journal.ie,https://www.thejournal.ie/,Dublin,Europe/Dublin,IE,en
thelasentinel,Los Angeles Sentinel,https://lasentinel.net/,Los Angeles,America/Los_Angeles,US,en
theledger,The Lakeland Ledger,https://www.theledger.com/,Lakeland,America/New_York,US,en
thelensnola,Lens,http://thelensnola.org/,New Orleans,America/Chicago,US,en
themarionstar,Marion Star,https://www.marionstar.com/,Marion,America/New_York,US,en
themarkup,The Markup,https://themarkup.org/,New York City,America/New_York,US,en
themendovoice,Mendoncino Voice,https://mendovoice.com/,Ukiah,America/Los_Angeles,US,en
thenation,The Nation,https://www.thenation.com/,New York City,America/New_York,US,en
thenewmexican,Santa Fe New Mexican,https://www.santafenewmexican.com/,Sante Fe,America/Denver,US,en
thenewportdaily,The Newport Daily News,https://www.newportri.com/,Newport,America/New_York,US,en
thenewspress,Fort Myers News-Press,https://www.news-press.com/,Fort Myers,America/New_York,US,en
thenewsstar,Monroe News-Star,https://www.thenewsstar.com/,Monroe,America/Chicago,US,en
thenewstribune,The News Tribune,http://www.thenewstribune.com,Tacoma,America/Los_Angeles,US,en
theobserver,Charlotte Observer,https://www.charlotteobserver.com/,Charlotte,America/New_York,US,en
theoklahoman_,Oklahoman,https://www.oklahoman.com/,Oklahoma City,America/Chicago,US,en
theolympian,The Olympian,http://www.theolympian.com,Olympia,America/Los_Angeles,US,en
theonion,Onion,https://theonion.com,Chicago,America/Chicago,US,en
thepearlpost,Pearl Post,https://www.thepearlpost.com/,Lake Balboa,America/Los_Angeles,US,en
theperrychief,Perry Chief,https://www.theperrychief.com/,Perry,America/Chicago,US,en
thephilacitizen,Philadelphia Citizen,https://thephiladelphiacitizen.org/,Philadelphia,America/New_York,US,en
thepostregister,The Post Register,https://www.postregister.com/,Idaho Falls,America/Denver,US,en
theprospect,American Prospect,https://prospect.org/,Washington,America/New_York,US,en
thepublicsource,Public Source,https://thepublicsource.org/,Beirut,Asia/Beirut,LB,en
thepupnews,Pittsburgh Union Progress,https://www.unionprogress.com/,Pittsburgh,America/New_York,US,en
therealnews,Real News,https://therealnews.com/,Baltimore,America/New_York,US,en
therecordherald,Waynesboro Record Herald,https://www.therecordherald.com/,Waynesboro,America/New_York,US,en
theriotimes,Rio Times,https://www.riotimesonline.com/,Rio de Janeiro,America/Sao_Paulo,BR,en
theroot,Root,https://www.theroot.com/,New York City,America/New_York,US,en
thesanews,The South African,https://www.thesouthafrican.com/,Cape Town,Africa/Johannesburg,ZA,en
thescotsman,Scotsman,https://www.scotsman.com/,Scotland,Europe/London,GB,en
thestarpress,Muncie Star Press,https://www.thestarpress.com/,Muncie,America/Indiana/Indianapolis,US,en
thestate,The State,http://www.thestate.com,"1927 Thurmond Mall, Suite 102, Columbia, SC 29201",America/New_York,US,en
thesun,The Sun,https://www.thesun.co.uk/,London,Europe/London,GB,en
thesunnews,Sun News,http://www.myrtlebeachonline.com,Myrtle Beach,America/New_York,US,en
thetimes,The Times,https://www.thetimes.co.uk/,London,Europe/London,GB,en
thetimesnews,Burlington Times-News,https://www.thetimesnews.com/,Burlington,America/New_York,US,en
thetorontosun,Toronto Sun,https://torontosun.com/,Toronto,America/New_York,CA,en
thetriibe,The TriiBE,https://thetriibe.com/,Chicago,America/Chicago,US,en
thevdt,Valdosta Daily Times,https://www.valdostadailytimes.com,Valdosta,America/New_York,US,en
theweek,The Week,https://theweek.com/,New York City,America/New_York,US,en
thewrap,Wrap,https://www.thewrap.com/,Los Angeles,America/Los_Angeles,US,en
thr,Hollywood Reporter,https://www.hollywoodreporter.com/,Los Angeles,America/Los_Angeles,US,en
thv11,THV 11,https://www.thv11.com/,Little Rock,America/Chicago,US,en
tiftongazette1,Tifton Gazette,https://www.tiftongazette.com,Tifton,America/New_York,US,en
time,TIME,https://time.com/,New York City,America/New_York,US,en
times_mail,Times Mail,https://www.reporter-times.com/,Martinsville,America/Indiana/Indianapolis,US,en
timesenterprise,The Times-Enterprise,https://www.timesenterprise.com,Thomasville,America/New_York,US,en
timesgazette,Ashland Times Gazette,https://www.times-gazette.com/,Ashland,America/New_York,US,en
timesherald,The Newnan Times-Herald,https://www.times-herald.com,Newnan,America/New_York,US,en
timeslive,TimesLIVE,https://www.timeslive.co.za/,Johannesburg,Africa/Johannesburg,ZA,en
timesofindia,Times of India,https://timesofindia.indiatimes.com/?loc=in,New Delhi,Asia/Kolkata,IN,en
timesofisrael,Times of Israel,https://www.timesofisrael.com/,Jerusalem,Asia/Tel_Aviv,IL,en
timesrecord,Southwest Times Record,https://www.swtimes.com/,Fort Smith,America/Chicago,US,en
timesrecorder,Zanesville Times Recorder,https://www.zanesvilletimesrecorder.com/,Zanesville,America/New_York,US,en
timesrecordnews,Times Record News,https://www.timesrecordnews.com/,Wichita Falls,America/Chicago,US,en
timestelegram,The Times Telegram,https://www.timestelegram.com/,Utica,America/New_York,US,en
tmz,TMZ,https://www.tmz.com/,Los Angeles,America/Los_Angeles,US,en
toacornnews,Thousand Oaks Acorn,https://www.toacorn.com/,Thousand Oaks,America/Los_Angeles,US,en
torontostar,Toronto Star,https://www.thestar.com/,Toronto,America/New_York,CA,en
torrentfreak,TorrentFreak,https://torrentfreak.com/,San Francisco,America/Los_Angeles,US,en
townhallcom,Townhall,https://townhall.com/,Washington,America/New_York,US,en
towntalkdotcom,Alexandria Town Talk,https://www.thetowntalk.com/,Alexandria,America/Chicago,US,en
tpm,TPM,https://talkingpointsmemo.com/?,New York City,America/New_York,US,en
tprnews,Texas Public Radio,https://www.tpr.org/,San Antonio,America/Chicago,US,en
tribunedelyon,Tribune De Lyon,https://tribunedelyon.fr/,Lyon,Europe/Paris,FR,fr
tricityherald,Tri-City Herald,http://www.tri-cityherald.com,Kennewick,America/Los_Angeles,US,en
trohio,Times Reporter,https://www.timesreporter.com/,New Philadelphia,America/New_York,US,en
truthout,Truthout,https://truthout.org/,San Francisco,America/Los_Angeles,US,en
tucsonsentinel,Tucson Sentinel,http://www.tucsonsentinel.com/,Tucson,America/Phoenix,US,en
tucsonstar,Arizona Daily Star,https://tucson.com/,Tucson,America/Phoenix,US,en
tuscaloosanews,Tuscaloosa News,https://www.tuscaloosanews.com/,Tuscaloosa,America/Chicago,US,en
tylerpaper,Tyler Morning Telegraph,https://tylerpaper.com/,Tyler,America/Chicago,US,en
udn,United Daily News,https://udn.com/,New Taipei City,Asia/Taipei,TW,zh
uhmallorca,Última Hora,https://www.ultimahora.es/,Palma,Europe/Madrid,ES,es
ujyaalo,Ujyaalo,https://ujyaaloonline.com/,Kathmandu,Asia/Kathmandu,NP,ne
ukrinform,Ukrinform,https://www.ukrinform.ua/,Kiev,Europe/Kiev,UA,uk
umd_sbs,Stories Beneath the Shell,https://umdsbs.wordpress.com/,College Park,America/New_York,US,en
unherd,UnHerd,https://unherd.com/,London,Europe/London,GB,en
unichicago,Univision Chicago,https://www.univision.com/local/chicago-wgbo,Chicago,America/Chicago,US,es
uninoticias,Univision News,https://www.univision.com/noticias,New York City,America/New_York,US,es
uolnoticias,UOL Notícias,https://noticias.uol.com.br/,São Paulo,America/Sao_Paulo,BR,pt
ur_ninja,Unicorn Riot,https://unicornriot.ninja/,Minneapolis,America/Chicago,US,en
usatoday,USA Today,https://www.usatoday.com/,Washington,America/New_York,US,en
usnews,U.S. News & World Report,https://www.usnews.com/,Washington,America/New_York,US,en
usweekly,Us Weekly,https://www.usmagazine.com/,New York City,America/New_York,US,en
uticaod,Utica Observer-Dispatch,https://www.uticaod.com/,Utica,America/New_York,US,en
uvaldenews,Uvalde News-Leader,https://www.uvaldeleadernews.com/,Uvalde,America/Chicago,US,en
uwogazette,Western Gazette,https://westerngazette.ca/,London,America/New_York,CA,en
valoreconomico,Valor Econômico,https://valor.globo.com/,Sao Paulo,America/Sao_Paulo,BR,pt
vancouversun,Vancouver Sun,https://vancouversun.com/,Vancouver,America/Vancouver,CA,en
vanityfair,Vanity Fair,https://www.vanityfair.com/,New York City,America/New_York,US,en
variety,Variety,https://variety.com/,Los Angeles,America/Los_Angeles,US,en
vcstar,Ventura County Star,https://www.vcstar.com/,Camarillo,America/Los_Angeles,US,en
venturebeat,VentureBeat,https://venturebeat.com/,San Francisco,America/Los_Angeles,US,en
verge,Verge,https://www.theverge.com/,New York City,America/New_York,US,en
vermontpublic,Vermont Public,https://www.vermontpublic.org/,Colchester,America/New_York,US,en
verticalmag,Vertical,https://verticalmag.com/,Kitchener,America/New_York,US,en
vgnett,VG,https://www.vg.no/,Oslo,Europe/Oslo,NO,no
vicenews,Vice News,https://www.vice.com/en/section/news,New York City,America/New_York,US,en
voguemagazine,Vogue,https://www.vogue.com/,New York City,America/New_York,US,en
voiceofoc,Voice of OC,https://www.voiceofoc.org/,Santa Ana,America/Los_Angeles,US,en
voiceofsandiego,Voice of San Diego,https://voiceofsandiego.org/,San Diego,America/Los_Angeles,US,en
voicesofbay,Voices of Monterey Bay,https://voicesofmontereybay.org/,Monterey,America/Los_Angeles,US,en
votebeatus,Votebeat,https://www.votebeat.org/,Washington,America/New_York,US,en
voxdotcom,Vox,https://www.vox.com/,New York City,America/New_York,US,en
vryeweekblad,Vrye Weekblad,https://www.vryeweekblad.com/,Cape Town,Africa/Johannesburg,ZA,af
vtdigger,VT Digger,https://vtdigger.org/,Burlington,America/New_York,US,en
vtdnews,Visalia Times Delta,https://www.visaliatimesdelta.com/,Visalia,America/Los_Angeles,US,en
vulture,Vulture,https://www.vulture.com/,New York City,America/New_York,US,en
vvdailypress,Victorville Daily Press,https://www.vvdailypress.com/,Victorville,America/Los_Angeles,US,en
wabenews,WABE News,https://www.wabe.org,Atlanta,America/New_York,US,en
walbnews10,WALB News 10,https://www.walb.com,Albany,America/New_York,US,en
washingtonpost,Washington Post,https://www.washingtonpost.com/,Washington,America/New_York,US,en
washtimes,Washington Times,https://www.washingtontimes.com/,Washington,America/New_York,US,en
wausauherald,Wausau Daily Herald,https://www.wausaudailyherald.com/,Wausau,America/Chicago,US,en
wave3news,WAVE,https://www.wave3.com/,Louisville,America/New_York,US,en
wbez,WBEZ,https://www.wbez.org/,Chicago,America/Chicago,US,en
wbrcnews,WBRC FOX6 News,https://www.wbrc.com/,Birmingham,America/Chicago,US,en
wbtv_news,WBTV,https://www.wbtv.com/,Charlotte,America/New_York,US,en
wbur,WBUR,https://www.wbur.org/,Boston,America/New_York,US,en
wcfcourier,Waterloo-Cedar Falls Courier,https://wcfcourier.com/,Waterloo,America/Chicago,US,en
wdrbnews,WDRB News,https://www.wdrb.com/,Louisville,America/New_York,US,en
wearehpr,Hawaii Public Radio,https://www.hawaiipublicradio.org/,Honolulu,US/Hawaii,US,en
weatherchannel,Weather Channel,https://weather.com/,Atlanta,America/New_York,US,en
weeklycitizen,Gonzales Weekly Citizen,https://www.weeklycitizen.com/,Gonzales,America/Chicago,US,en
wfaa,WFAA,https://www.wfaa.com/,Dallas,America/Chicago,US,en
wfxl,Fox 31 WFXL-TV,https://www.wfxl.com,Albany,America/New_York,US,en
wgnnews,WGN,https://wgntv.com/,Chicago,America/Chicago,US,en
wgrz,WGRZ,https://www.wgrz.com/,Buffalo,America/New_York,US,en
whas11,WHAS11 News,https://www.whas11.com/,Louisville,America/New_York,US,en
whyynews,WHYY,https://whyy.org/news,Philadelphia,America/New_York,US,en
wickedlocal,Wicked Local,https://www.wickedlocal.com/,Boston,America/New_York,US,en
windowscentral,Windows Central,https://www.windowscentral.com/,Redmond,America/Los_Angeles,US,en
wired,Wired,https://www.wired.com/,San Francisco,America/Los_Angeles,US,en
wistatejournal,Wisconsin State Journal,https://madison.com/wsj/,Wisconsin,America/Chicago,US,en
wjbf,WJBF,https://www.wjbf.com,Augusta,America/New_York,US,en
wkyt,WKYT,https://www.wkyt.com/,Lexington,America/New_York,US,en
wncn,CBS 17,https://www.cbs17.com/,Raleigh,America/New_York,US,en
wnpr,Connecticut Public,https://www.ctpublic.org/,Hartford,America/New_York,US,en
wnyc,WNYC,https://www.wnyc.org/,New York City,America/New_York,US,en
wnyt,WNYT NewsChannel 13,https://wnyt.com/,Albany,America/New_York,US,en
wonkette,Wonkette,https://www.wonkette.com/,Detroit,America/Chicago,US,en
worldnetdaily,WND News,https://www.wnd.com/,Washington,America/New_York,US,en
wowt6news,6 News WOWT,https://www.wowt.com/,Omaha,America/Chicago,US,en
wplglocal10,WPLG Local 10 News,https://www.local10.com/,Miami,America/New_York,US,en
wral,WRAL,https://www.wral.com/,Raleigh,America/New_York,US,en
wrblnews3,WRBL News 3,https://www.wrbl.com/,Columbus,America/New_York,US,en
wrdw_wagt,News 12 NBC 26,https://www.wrdw.com,Augusta,America/New_York,US,en
wrtribune,Wisconsin Rapids Daily Tribune,https://www.wisconsinrapidstribune.com/,Wisconsin Rapids,America/Chicago,US,en
wsav,WSAV News 3,https://www.wsav.com,Savannah,America/New_York,US,en
wsbtv,WSB-TV,https://www.wsbtv.com,Atlanta,America/New_York,US,en
wsj,Wall Street Journal,https://www.wsj.com/,New York City,America/New_York,US,en
wtenews,Wyoming Tribune Eagle,https://www.wyomingnews.com/,Cheyenne,America/Denver,US,en
wtoc11,WTOC,https://www.wtoc.com,Savannah,America/New_York,US,en
wttw,WTTW,https://www.wttw.com/,Chicago,America/Chicago,US,en
wtvm,WTVM News Leader 9,https://www.wtvm.com,Columbus,America/New_York,US,en
wvgazettemail,Charleston Gazette-Mail,https://www.wvgazettemail.com/,Charleston,America/New_York,US,en
wvstatejournal,The State Journal,https://www.wvnews.com/statejournal/,Charleston,America/New_York,US,en
yahoofinance,Yahoo Finance,https://finance.yahoo.com/,New York City,America/New_York,US,en
yahoonews,Yahoo! News,https://news.yahoo.com/,New York City,America/New_York,US,en
yaledailynews,Yale Daily News,https://yaledailynews.com/,New Haven,America/New_York,US,en
ycitynewsonline,Y-City News,https://ycitynews.com/,Zanesville,America/New_York,US,en
ydrcom,York Daily Record,https://www.ydr.com/,York,America/New_York,US,en
yediotahronot,Yedioth Ahronoth,https://www.yediot.co.il/,Tel Aviv,Asia/Tel_Aviv,IL,he
ynetalerts,Ynet,https://www.ynet.co.il/,Rishon LeZion,Asia/Tel_Aviv,IL,he
yorkdispatch,York Dispatch,https://www.yorkdispatch.com/,York,America/New_York,US,en
zeitonline,Zeit,https://www.zeit.de/,Berlin,Europe/Berlin,DE,de
zerohedge,ZeroHedge,https://www.zerohedge.com/,New York City,America/New_York,US,en
zerohora,Zero Hora,https://gauchazh.clicrbs.com.br/,Porto Alegre,America/Sao_Paulo,BR,pt
zmanisrael,Makor Rishon,https://www.zman.co.il/,Tel Aviv,Asia/Tel_Aviv,IL,he
zn_ua,ZN.UA,https://zn.ua/,Kiev,Europe/Kiev,UA,uk
